id,neuron_id,neurite_id,reference_id,frag_id,evi_id
759,2049,463,800152,22276,22277
760,2049,397,800152,22276,22277
761,2049,462,800152,22276,22277
762,2049,396,800152,22276,22277
763,2049,461,800152,22276,22277
764,2049,395,800152,22276,22277
765,2049,460,800152,22276,22277
766,2049,394,800152,22276,22277
767,2049,459,800152,22276,22277
768,2049,393,800152,22276,22277
769,2023,482,800154,22328,22329
770,2023,416,800154,22328,22329
771,2023,460,800154,22328,22329
772,2023,394,800154,22328,22329
773,2023,482,800156,22340,22341
774,2023,416,800156,22340,22341
775,2023,460,800156,22340,22341
776,2023,394,800156,22340,22341
777,2008,482,800158,22352,22353
778,2008,416,800158,22352,22353
779,2008,463,800158,22352,22353
780,2008,460,800158,22352,22353
781,2008,394,800158,22352,22353
782,2008,459,800158,22352,22353
783,2008,393,800158,22352,22353
784,2022,482,800160,22375,22376
785,2022,416,800160,22375,22376
786,2022,463,800160,22375,22376
787,2022,397,800160,22375,22376
788,2020,482,800162,22387,22388
789,2020,416,800162,22387,22388
790,2020,463,800162,22387,22388
791,2020,397,800162,22387,22388
792,2020,462,800162,22387,22388
793,2020,396,800162,22387,22388
794,2020,461,800162,22387,22388
795,2020,395,800162,22387,22388
796,2020,460,800162,22387,22388
797,2020,394,800162,22387,22388
798,2020,401,800162,22387,22388
799,2020,400,800162,22387,22388
800,2020,399,800162,22387,22388
801,2020,405,800162,22387,22388
802,2020,404,800162,22387,22388
803,2020,403,800162,22387,22388
804,2020,402,800162,22387,22388
805,2020,408,800162,22387,22388
806,2020,482,800164,22437,22438
807,2020,463,800164,22437,22438
808,2020,397,800164,22437,22438
809,2020,462,800164,22437,22438
810,2020,396,800164,22437,22438
811,2020,461,800164,22437,22438
812,2020,395,800164,22437,22438
813,2020,460,800164,22437,22438
814,2020,394,800164,22437,22438
815,2020,401,800164,22437,22438
816,2020,400,800164,22437,22438
817,2020,399,800164,22437,22438
818,2020,405,800164,22437,22438
819,2020,404,800164,22437,22438
820,2020,403,800164,22437,22438
821,2020,408,800164,22437,22438
822,6094,486,800166,22457,22458
823,6094,420,800166,22457,22458
824,6094,475,800166,22457,22458
825,6094,409,800166,22457,22458
826,6094,476,800166,22457,22458
827,6094,410,800166,22457,22458
828,6094,477,800166,22457,22458
829,6094,411,800166,22457,22458
830,6094,478,800166,22457,22458
831,6094,412,800166,22457,22458
832,6094,479,800166,22457,22458
833,6094,413,800166,22457,22458
834,6094,486,800168,22475,22476
835,6094,420,800168,22475,22476
836,6094,475,800168,22475,22476
837,6094,409,800168,22475,22476
838,6094,476,800168,22475,22476
839,6094,410,800168,22475,22476
840,6094,477,800168,22475,22476
841,6094,411,800168,22475,22476
842,6094,478,800168,22475,22476
843,6094,412,800168,22475,22476
844,6094,486,800388,22491,22492
845,6094,420,800388,22491,22492
846,6094,475,800388,22491,22492
847,6094,409,800388,22491,22492
848,6094,476,800388,22491,22492
849,6094,410,800388,22491,22492
850,6094,477,800388,22491,22492
851,6094,411,800388,22491,22492
852,6094,478,800388,22491,22492
853,6094,412,800388,22491,22492
854,6005,486,800170,22533,22534
855,6005,420,800170,22533,22534
856,6005,475,800170,22533,22534
857,6005,409,800170,22533,22534
858,6005,476,800170,22533,22534
859,6005,410,800170,22533,22534
860,6005,477,800170,22533,22534
861,6005,411,800170,22533,22534
862,6005,389,800170,22533,22534
863,6005,406,800170,22533,22534
864,6005,408,800170,22533,22534
865,6005,409,800171,,
866,6005,486,800172,22545,22546
867,6005,420,800172,22545,22546
868,6005,475,800172,22545,22546
869,6005,409,800172,22545,22546
870,6005,476,800172,22545,22546
871,6005,410,800172,22545,22546
872,6005,477,800172,22545,22546
873,6005,411,800172,22545,22546
874,6005,478,800172,22545,22546
875,6005,412,800172,22545,22546
876,6005,479,800172,22545,22546
877,6005,413,800172,22545,22546
878,6005,486,800390,22559,22560
879,6005,420,800390,22559,22560
880,6005,475,800390,22559,22560
881,6005,409,800390,22559,22560
882,6005,476,800390,22559,22560
883,6005,410,800390,22559,22560
884,6005,477,800390,22559,22560
885,6005,411,800390,22559,22560
886,6005,478,800390,22559,22560
887,6005,412,800390,22559,22560
888,6005,479,800390,22559,22560
889,6005,413,800390,22559,22560
890,6008,486,800174,22603,22604
891,6008,420,800174,22603,22604
892,6008,475,800174,22603,22604
893,6008,409,800174,22603,22604
894,6008,476,800174,22603,22604
895,6008,410,800174,22603,22604
896,6008,477,800174,22603,22604
897,6008,411,800174,22603,22604
898,6008,478,800174,22603,22604
899,6008,412,800174,22603,22604
900,6008,479,800174,22603,22604
901,6008,413,800174,22603,22604
902,6008,480,800174,22603,22604
903,6008,414,800174,22603,22604
904,6008,486,800396,22665,22666
905,6008,420,800396,22665,22666
906,6008,475,800396,22665,22666
907,6008,409,800396,22665,22666
908,6008,476,800396,22665,22666
909,6008,410,800396,22665,22666
910,6008,477,800396,22665,22666
911,6008,411,800396,22665,22666
912,6008,478,800396,22665,22666
913,6008,412,800396,22665,22666
914,6008,479,800396,22665,22666
915,6008,413,800396,22665,22666
916,6008,480,800396,22665,22666
917,6008,414,800396,22665,22666
918,6019,486,800176,22727,22728
919,6019,420,800176,22727,22728
920,6019,475,800176,22727,22728
921,6019,409,800176,22727,22728
922,6019,476,800176,22727,22728
923,6019,410,800176,22727,22728
924,6019,477,800176,22727,22728
925,6019,411,800176,22727,22728
926,6019,478,800176,22727,22728
927,6019,412,800176,22727,22728
928,6003,486,800178,22769,22770
929,6003,420,800178,22769,22770
930,6003,475,800178,22769,22770
931,6003,409,800178,22769,22770
932,6003,476,800178,22769,22770
933,6003,410,800178,22769,22770
934,6003,477,800178,22769,22770
935,6003,411,800178,22769,22770
936,6003,478,800178,22769,22770
937,6003,412,800178,22769,22770
938,6003,479,800178,22769,22770
939,6003,413,800178,22769,22770
940,6003,480,800178,22769,22770
941,6003,414,800178,22769,22770
942,6003,389,800178,22769,22770
943,6003,393,800178,22769,22770
944,6003,398,800178,22769,22770
945,6003,406,800178,22769,22770
946,6003,407,800178,22769,22770
947,6003,408,800178,22769,22770
948,6003,486,800402,22837,22838
949,6003,420,800402,22837,22838
950,6003,475,800402,22837,22838
951,6003,409,800402,22837,22838
952,6003,476,800402,22837,22838
953,6003,410,800402,22837,22838
954,6003,477,800402,22837,22838
955,6003,411,800402,22837,22838
956,6003,478,800402,22837,22838
957,6003,412,800402,22837,22838
958,6003,479,800402,22837,22838
959,6003,413,800402,22837,22838
960,6003,480,800402,22837,22838
961,6003,414,800402,22837,22838
962,6003,486,800404,22899,22900
963,6003,420,800404,22899,22900
964,6003,475,800404,22899,22900
965,6003,409,800404,22899,22900
966,6003,476,800404,22899,22900
967,6003,410,800404,22899,22900
968,6003,477,800404,22899,22900
969,6003,411,800404,22899,22900
970,6003,478,800404,22899,22900
971,6003,412,800404,22899,22900
972,6003,479,800404,22899,22900
973,6003,413,800404,22899,22900
974,6003,480,800404,22899,22900
975,6003,414,800404,22899,22900
976,6082,486,800180,22961,22962
977,6082,420,800180,22961,22962
978,6082,475,800180,22961,22962
979,6082,409,800180,22961,22962
980,6082,476,800180,22961,22962
981,6082,410,800180,22961,22962
982,6082,477,800180,22961,22962
983,6082,411,800180,22961,22962
984,6082,478,800180,22961,22962
985,6082,412,800180,22961,22962
986,6082,389,800180,22961,22962
987,6082,406,800180,22961,22962
988,6082,407,800180,22961,22962
989,6082,408,800180,22961,22962
990,6082,486,800182,22985,22986
991,6082,420,800182,22985,22986
992,6082,475,800182,22985,22986
993,6082,409,800182,22985,22986
994,6082,476,800182,22985,22986
995,6082,410,800182,22985,22986
996,6082,477,800182,22985,22986
997,6082,411,800182,22985,22986
998,6082,478,800182,22985,22986
999,6082,412,800182,22985,22986
1000,6082,479,800182,22985,22986
1001,6082,413,800182,22985,22986
1002,6082,486,800398,23003,23004
1003,6082,420,800398,23003,23004
1004,6082,475,800398,23003,23004
1005,6082,409,800398,23003,23004
1006,6082,476,800398,23003,23004
1007,6082,410,800398,23003,23004
1008,6082,477,800398,23003,23004
1009,6082,411,800398,23003,23004
1010,6082,478,800398,23003,23004
1011,6082,412,800398,23003,23004
1012,6025,486,800184,23037,23038
1013,6025,420,800184,23037,23038
1014,6025,475,800184,23037,23038
1015,6025,409,800184,23037,23038
1016,6025,476,800184,23037,23038
1017,6025,410,800184,23037,23038
1018,6025,477,800184,23037,23038
1019,6025,411,800184,23037,23038
1020,6025,478,800184,23037,23038
1021,6025,412,800184,23037,23038
1022,6025,479,800184,23037,23038
1023,6025,413,800184,23037,23038
1024,6025,486,800186,23069,23070
1025,6025,420,800186,23069,23070
1026,6025,475,800186,23069,23070
1027,6025,409,800186,23069,23070
1028,6025,476,800186,23069,23070
1029,6025,410,800186,23069,23070
1030,6025,477,800186,23069,23070
1031,6025,411,800186,23069,23070
1032,6025,478,800186,23069,23070
1033,6025,412,800186,23069,23070
1034,6025,479,800186,23069,23070
1035,6025,413,800186,23069,23070
1036,6017,486,800188,23093,23094
1037,6017,420,800188,23093,23094
1038,6017,475,800188,23093,23094
1039,6017,409,800188,23093,23094
1040,6017,476,800188,23093,23094
1041,6017,410,800188,23093,23094
1042,6017,477,800188,23093,23094
1043,6017,411,800188,23093,23094
1044,6017,478,800188,23093,23094
1045,6017,412,800188,23093,23094
1046,6017,479,800188,23093,23094
1047,6017,413,800188,23093,23094
1048,6017,480,800188,23093,23094
1049,6017,414,800188,23093,23094
1050,6017,402,800188,23093,23094
1051,6017,406,800188,23093,23094
1052,6017,486,800190,23121,23122
1053,6017,420,800190,23121,23122
1054,6017,475,800190,23121,23122
1055,6017,409,800190,23121,23122
1056,6017,476,800190,23121,23122
1057,6017,410,800190,23121,23122
1058,6017,477,800190,23121,23122
1059,6017,411,800190,23121,23122
1060,6017,478,800190,23121,23122
1061,6017,412,800190,23121,23122
1062,6017,479,800190,23121,23122
1063,6017,413,800190,23121,23122
1064,6017,480,800190,23121,23122
1065,6017,414,800190,23121,23122
1066,6017,486,800406,23147,23148
1067,6017,420,800406,23147,23148
1068,6017,475,800406,23147,23148
1069,6017,409,800406,23147,23148
1070,6017,476,800406,23147,23148
1071,6017,410,800406,23147,23148
1072,6017,477,800406,23147,23148
1073,6017,411,800406,23147,23148
1074,6017,478,800406,23147,23148
1075,6017,412,800406,23147,23148
1076,6017,479,800406,23147,23148
1077,6017,413,800406,23147,23148
1078,6017,480,800406,23147,23148
1079,6017,414,800406,23147,23148
1080,6007,486,800192,23209,23210
1081,6007,420,800192,23209,23210
1082,6007,475,800192,23209,23210
1083,6007,409,800192,23209,23210
1084,6007,476,800192,23209,23210
1085,6007,410,800192,23209,23210
1086,6007,477,800192,23209,23210
1087,6007,411,800192,23209,23210
1088,6007,478,800192,23209,23210
1089,6007,412,800192,23209,23210
1090,6007,479,800192,23209,23210
1091,6007,413,800192,23209,23210
1092,6006,486,800194,23261,23262
1093,6006,420,800194,23261,23262
1094,6006,475,800194,23261,23262
1095,6006,409,800194,23261,23262
1096,6006,476,800194,23261,23262
1097,6006,410,800194,23261,23262
1098,6006,477,800194,23261,23262
1099,6006,411,800194,23261,23262
1100,6006,478,800194,23261,23262
1101,6006,412,800194,23261,23262
1102,6024,486,800196,23303,23304
1103,6024,420,800196,23303,23304
1104,6024,475,800196,23303,23304
1105,6024,409,800196,23303,23304
1106,6024,476,800196,23303,23304
1107,6024,410,800196,23303,23304
1108,6024,477,800196,23303,23304
1109,6024,411,800196,23303,23304
1110,6024,478,800196,23303,23304
1111,6024,412,800196,23303,23304
1112,6092,486,800198,23345,23346
1113,6092,420,800198,23345,23346
1114,6092,475,800198,23345,23346
1115,6092,409,800198,23345,23346
1116,6092,476,800198,23345,23346
1117,6092,410,800198,23345,23346
1118,6092,477,800198,23345,23346
1119,6092,411,800198,23345,23346
1120,6092,478,800198,23345,23346
1121,6092,412,800198,23345,23346
1122,6092,402,800198,23345,23346
1123,6092,406,800198,23345,23346
1124,6018,486,800200,23389,23390
1125,6018,420,800200,23389,23390
1126,6018,475,800200,23389,23390
1127,6018,409,800200,23389,23390
1128,6018,476,800200,23389,23390
1129,6018,410,800200,23389,23390
1130,6018,477,800200,23389,23390
1131,6018,411,800200,23389,23390
1132,6018,478,800200,23389,23390
1133,6018,412,800200,23389,23390
1134,6018,479,800200,23389,23390
1135,6018,413,800200,23389,23390
1136,6018,480,800200,23389,23390
1137,6018,414,800200,23389,23390
1138,6095,486,800202,23427,23428
1139,6095,420,800202,23427,23428
1140,6095,475,800202,23427,23428
1141,6095,409,800202,23427,23428
1142,6095,476,800202,23427,23428
1143,6095,410,800202,23427,23428
1144,6095,477,800202,23427,23428
1145,6095,411,800202,23427,23428
1146,6095,478,800202,23427,23428
1147,6095,412,800202,23427,23428
1148,6095,479,800202,23427,23428
1149,6095,413,800202,23427,23428
1150,6095,480,800202,23427,23428
1151,6095,414,800202,23427,23428
1152,6095,486,800204,23465,23466
1153,6095,420,800204,23465,23466
1154,6095,475,800204,23465,23466
1155,6095,409,800204,23465,23466
1156,6095,476,800204,23465,23466
1157,6095,410,800204,23465,23466
1158,6095,477,800204,23465,23466
1159,6095,411,800204,23465,23466
1160,6095,478,800204,23465,23466
1161,6095,412,800204,23465,23466
1162,6095,479,800204,23465,23466
1163,6095,413,800204,23465,23466
1164,6095,480,800204,23465,23466
1165,6095,414,800204,23465,23466
1166,6095,486,800400,23504,23505
1167,6095,420,800400,23504,23505
1168,6095,475,800400,23504,23505
1169,6095,409,800400,23504,23505
1170,6095,476,800400,23504,23505
1171,6095,410,800400,23504,23505
1172,6095,477,800400,23504,23505
1173,6095,411,800400,23504,23505
1174,6095,478,800400,23504,23505
1175,6095,412,800400,23504,23505
1176,6095,479,800400,23504,23505
1177,6095,413,800400,23504,23505
1178,6095,480,800400,23504,23505
1179,6095,414,800400,23504,23505
1180,6085,486,800206,23566,23567
1181,6085,420,800206,23566,23567
1182,6085,475,800206,23566,23567
1183,6085,409,800206,23566,23567
1184,6085,476,800206,23566,23567
1185,6085,410,800206,23566,23567
1186,6085,477,800206,23566,23567
1187,6085,411,800206,23566,23567
1188,6085,478,800206,23566,23567
1189,6085,412,800206,23566,23567
1190,6085,479,800206,23566,23567
1191,6085,413,800206,23566,23567
1192,6085,480,800206,23566,23567
1193,6085,414,800206,23566,23567
1194,6085,389,800206,23566,23567
1195,6086,486,800208,23629,23630
1196,6086,420,800208,23629,23630
1197,6086,475,800208,23629,23630
1198,6086,409,800208,23629,23630
1199,6086,476,800208,23629,23630
1200,6086,410,800208,23629,23630
1201,6086,477,800208,23629,23630
1202,6086,411,800208,23629,23630
1203,6086,478,800208,23629,23630
1204,6086,412,800208,23629,23630
1205,6086,479,800208,23629,23630
1206,6086,413,800208,23629,23630
1207,6086,480,800208,23629,23630
1208,6086,414,800208,23629,23630
1209,6086,406,800208,23629,23630
1210,6086,407,800208,23629,23630
1211,6086,408,800208,23629,23630
1212,6086,486,800210,23670,23671
1213,6086,420,800210,23670,23671
1214,6086,475,800210,23670,23671
1215,6086,409,800210,23670,23671
1216,6086,476,800210,23670,23671
1217,6086,410,800210,23670,23671
1218,6086,477,800210,23670,23671
1219,6086,411,800210,23670,23671
1220,6086,478,800210,23670,23671
1221,6086,412,800210,23670,23671
1222,6086,479,800210,23670,23671
1223,6086,413,800210,23670,23671
1224,6086,480,800210,23670,23671
1225,6086,414,800210,23670,23671
1226,6086,486,800414,23696,23697
1227,6086,420,800414,23696,23697
1228,6086,475,800414,23696,23697
1229,6086,409,800414,23696,23697
1230,6086,476,800414,23696,23697
1231,6086,410,800414,23696,23697
1232,6086,477,800414,23696,23697
1233,6086,411,800414,23696,23697
1234,6086,478,800414,23696,23697
1235,6086,412,800414,23696,23697
1236,6086,479,800414,23696,23697
1237,6086,413,800414,23696,23697
1238,6086,480,800414,23696,23697
1239,6086,414,800414,23696,23697
1240,6086,486,800416,23758,23759
1241,6086,420,800416,23758,23759
1242,6086,475,800416,23758,23759
1243,6086,409,800416,23758,23759
1244,6086,476,800416,23758,23759
1245,6086,410,800416,23758,23759
1246,6086,477,800416,23758,23759
1247,6086,411,800416,23758,23759
1248,6086,478,800416,23758,23759
1249,6086,412,800416,23758,23759
1250,6086,479,800416,23758,23759
1251,6086,413,800416,23758,23759
1252,6086,480,800416,23758,23759
1253,6086,414,800416,23758,23759
1254,6086,486,800418,23820,23821
1255,6086,420,800418,23820,23821
1256,6086,475,800418,23820,23821
1257,6086,409,800418,23820,23821
1258,6086,476,800418,23820,23821
1259,6086,410,800418,23820,23821
1260,6086,477,800418,23820,23821
1261,6086,411,800418,23820,23821
1262,6086,478,800418,23820,23821
1263,6086,412,800418,23820,23821
1264,6086,479,800418,23820,23821
1265,6086,413,800418,23820,23821
1266,6086,480,800418,23820,23821
1267,6086,414,800418,23820,23821
1268,6033,486,800212,23882,23883
1269,6033,420,800212,23882,23883
1270,6033,475,800212,23882,23883
1271,6033,409,800212,23882,23883
1272,6033,476,800212,23882,23883
1273,6033,410,800212,23882,23883
1274,6033,477,800212,23882,23883
1275,6033,411,800212,23882,23883
1276,6033,478,800212,23882,23883
1277,6033,412,800212,23882,23883
1278,6033,479,800212,23882,23883
1279,6033,413,800212,23882,23883
1280,6033,480,800212,23882,23883
1281,6033,414,800212,23882,23883
1282,6033,486,800214,23908,23909
1283,6033,420,800214,23908,23909
1284,6033,475,800214,23908,23909
1285,6033,409,800214,23908,23909
1286,6033,476,800214,23908,23909
1287,6033,410,800214,23908,23909
1288,6033,477,800214,23908,23909
1289,6033,411,800214,23908,23909
1290,6033,478,800214,23908,23909
1291,6033,412,800214,23908,23909
1292,6033,479,800214,23908,23909
1293,6033,413,800214,23908,23909
1294,6033,480,800214,23908,23909
1295,6033,414,800214,23908,23909
1296,6033,486,800392,23935,23936
1297,6033,420,800392,23935,23936
1298,6033,475,800392,23935,23936
1299,6033,409,800392,23935,23936
1300,6033,476,800392,23935,23936
1301,6033,410,800392,23935,23936
1302,6033,477,800392,23935,23936
1303,6033,411,800392,23935,23936
1304,6033,478,800392,23935,23936
1305,6033,412,800392,23935,23936
1306,6033,479,800392,23935,23936
1307,6033,413,800392,23935,23936
1308,6033,480,800392,23935,23936
1309,6033,414,800392,23935,23936
1310,6021,486,800216,23997,23998
1311,6021,420,800216,23997,23998
1312,6021,475,800216,23997,23998
1313,6021,409,800216,23997,23998
1314,6021,476,800216,23997,23998
1315,6021,410,800216,23997,23998
1316,6021,477,800216,23997,23998
1317,6021,411,800216,23997,23998
1318,6021,478,800216,23997,23998
1319,6021,412,800216,23997,23998
1320,6021,479,800216,23997,23998
1321,6021,413,800216,23997,23998
1322,6021,480,800216,23997,23998
1323,6021,414,800216,23997,23998
1324,6021,486,800420,24059,24060
1325,6021,420,800420,24059,24060
1326,6021,475,800420,24059,24060
1327,6021,409,800420,24059,24060
1328,6021,476,800420,24059,24060
1329,6021,410,800420,24059,24060
1330,6021,477,800420,24059,24060
1331,6021,411,800420,24059,24060
1332,6021,478,800420,24059,24060
1333,6021,412,800420,24059,24060
1334,6021,479,800420,24059,24060
1335,6021,413,800420,24059,24060
1336,6021,480,800420,24059,24060
1337,6021,414,800420,24059,24060
1338,6021,486,800422,24121,24122
1339,6021,420,800422,24121,24122
1340,6021,475,800422,24121,24122
1341,6021,409,800422,24121,24122
1342,6021,476,800422,24121,24122
1343,6021,410,800422,24121,24122
1344,6021,477,800422,24121,24122
1345,6021,411,800422,24121,24122
1346,6021,478,800422,24121,24122
1347,6021,412,800422,24121,24122
1348,6021,479,800422,24121,24122
1349,6021,413,800422,24121,24122
1350,6021,480,800422,24121,24122
1351,6021,414,800422,24121,24122
1352,6021,486,800424,24183,24184
1353,6021,420,800424,24183,24184
1354,6021,475,800424,24183,24184
1355,6021,409,800424,24183,24184
1356,6021,476,800424,24183,24184
1357,6021,410,800424,24183,24184
1358,6021,477,800424,24183,24184
1359,6021,411,800424,24183,24184
1360,6021,478,800424,24183,24184
1361,6021,412,800424,24183,24184
1362,6021,479,800424,24183,24184
1363,6021,413,800424,24183,24184
1364,6021,480,800424,24183,24184
1365,6021,414,800424,24183,24184
1366,6021,486,800426,24245,24246
1367,6021,420,800426,24245,24246
1368,6021,475,800426,24245,24246
1369,6021,409,800426,24245,24246
1370,6021,476,800426,24245,24246
1371,6021,410,800426,24245,24246
1372,6021,477,800426,24245,24246
1373,6021,411,800426,24245,24246
1374,6021,478,800426,24245,24246
1375,6021,412,800426,24245,24246
1376,6021,479,800426,24245,24246
1377,6021,413,800426,24245,24246
1378,6021,480,800426,24245,24246
1379,6021,414,800426,24245,24246
1380,6002,486,800218,24307,24308
1381,6002,420,800218,24307,24308
1382,6002,475,800218,24307,24308
1383,6002,409,800218,24307,24308
1384,6002,476,800218,24307,24308
1385,6002,410,800218,24307,24308
1386,6002,477,800218,24307,24308
1387,6002,411,800218,24307,24308
1388,6002,478,800218,24307,24308
1389,6002,412,800218,24307,24308
1390,6002,479,800218,24307,24308
1391,6002,413,800218,24307,24308
1392,6002,480,800218,24307,24308
1393,6002,414,800218,24307,24308
1394,6002,389,800218,24307,24308
1395,6002,390,800218,24307,24308
1396,6002,406,800218,24307,24308
1397,6002,408,800218,24307,24308
1398,6002,486,800428,24373,24374
1399,6002,420,800428,24373,24374
1400,6002,475,800428,24373,24374
1401,6002,409,800428,24373,24374
1402,6002,476,800428,24373,24374
1403,6002,410,800428,24373,24374
1404,6002,477,800428,24373,24374
1405,6002,411,800428,24373,24374
1406,6002,478,800428,24373,24374
1407,6002,412,800428,24373,24374
1408,6002,479,800428,24373,24374
1409,6002,413,800428,24373,24374
1410,6002,480,800428,24373,24374
1411,6002,414,800428,24373,24374
1412,6023,486,800220,24424,24425
1413,6023,420,800220,24424,24425
1414,6023,475,800220,24424,24425
1415,6023,409,800220,24424,24425
1416,6023,476,800220,24424,24425
1417,6023,410,800220,24424,24425
1418,6023,477,800220,24424,24425
1419,6023,411,800220,24424,24425
1420,6023,478,800220,24424,24425
1421,6023,412,800220,24424,24425
1422,6023,479,800220,24424,24425
1423,6023,413,800220,24424,24425
1424,6052,486,800222,24476,24477
1425,6052,420,800222,24476,24477
1426,6052,479,800222,24476,24477
1427,6052,413,800222,24476,24477
1428,6052,480,800222,24476,24477
1429,6052,414,800222,24476,24477
1430,6052,486,800394,24498,24499
1431,6052,420,800394,24498,24499
1432,6052,479,800394,24498,24499
1433,6052,413,800394,24498,24499
1434,6052,480,800394,24498,24499
1435,6052,414,800394,24498,24499
1436,6078,486,800224,24520,24521
1437,6078,420,800224,24520,24521
1438,6078,475,800224,24520,24521
1439,6078,409,800224,24520,24521
1440,6078,476,800224,24520,24521
1441,6078,410,800224,24520,24521
1442,6078,477,800224,24520,24521
1443,6078,411,800224,24520,24521
1444,6078,478,800224,24520,24521
1445,6078,412,800224,24520,24521
1446,6078,479,800224,24520,24521
1447,6078,413,800224,24520,24521
1448,6078,480,800224,24520,24521
1449,6078,414,800224,24520,24521
1450,6048,486,800226,24582,24583
1451,6048,420,800226,24582,24583
1452,6048,475,800226,24582,24583
1453,6048,409,800226,24582,24583
1454,6048,476,800226,24582,24583
1455,6048,410,800226,24582,24583
1456,6096,486,800228,24604,24605
1457,6096,420,800228,24604,24605
1458,6096,475,800228,24604,24605
1459,6096,409,800228,24604,24605
1460,6096,476,800228,24604,24605
1461,6096,410,800228,24604,24605
1462,6096,477,800228,24604,24605
1463,6096,411,800228,24604,24605
1464,6040,486,800230,24636,24637
1465,6040,420,800230,24636,24637
1466,6040,475,800230,24636,24637
1467,6040,409,800230,24636,24637
1468,6040,476,800230,24636,24637
1469,6040,410,800230,24636,24637
1470,6040,477,800230,24636,24637
1471,6040,411,800230,24636,24637
1472,6040,486,800408,24668,24669
1473,6040,420,800408,24668,24669
1474,6040,475,800408,24668,24669
1475,6040,409,800408,24668,24669
1476,6040,476,800408,24668,24669
1477,6040,410,800408,24668,24669
1478,6040,477,800408,24668,24669
1479,6040,411,800408,24668,24669
1480,6040,486,800432,24695,24696
1481,6040,420,800432,24695,24696
1482,6040,475,800432,24695,24696
1483,6040,409,800432,24695,24696
1484,6040,476,800432,24695,24696
1485,6040,410,800432,24695,24696
1486,6040,477,800432,24695,24696
1487,6040,411,800432,24695,24696
1488,6038,486,800410,24727,24728
1489,6038,420,800410,24727,24728
1490,6038,475,800410,24727,24728
1491,6038,409,800410,24727,24728
1492,6038,476,800410,24727,24728
1493,6038,410,800410,24727,24728
1494,6038,477,800410,24727,24728
1495,6038,411,800410,24727,24728
1496,6053,486,800412,24759,24760
1497,6053,420,800412,24759,24760
1498,6053,475,800412,24759,24760
1499,6053,409,800412,24759,24760
1500,6053,476,800412,24759,24760
1501,6053,410,800412,24759,24760
